window_start,window_end,city,avg_util,max_util,min_util,std_util,avg_temp,avg_wind,avg_clouds,avg_rain
2024-10-02 04:00:00,2024-10-02 04:30:00,Dubai,0.3439297102325571,0.7,0.2280015967140885,0.09997086363770916,24.74,6.68,16.38,0.0
2024-10-02 04:30:00,2024-10-02 05:00:00,Dubai,0.29988098116986617,0.7,0.2010017853191471,0.0972790963653288,24.39,4.89,34.93,0.0
2024-10-02 05:00:00,2024-10-02 05:30:00,Dubai,0.264187446286084,0.7,0.1388993172413311,0.0465176741134781,24.58,6.07,22.35,0.0
2024-10-02 05:30:00,2024-10-02 06:00:00,Dubai,0.3599546169388854,0.7,0.22439272969423119,0.18504075446228804,28.18,6.23,16.91,0.0
2024-10-02 06:00:00,2024-10-02 06:30:00,Dubai,0.33271164190879887,0.7,0.27074715621240764,0.12135847948234958,25.44,5.71,46.83,0.0
2024-10-02 06:30:00,2024-10-02 07:00:00,Dubai,0.3596936486035911,0.7,0.2285701605887074,0.10062132656873676,27.78,5.39,17.38,0.0
2024-10-02 07:00:00,2024-10-02 07:30:00,Dubai,0.2785727229145325,0.7,0.1954269083256683,0.1649815459493873,29.71,3.85,21.7,0.0
2024-10-02 07:30:00,2024-10-02 08:00:00,Dubai,0.3797102355095357,0.7,0.3272107822820584,0.0933044581371654,30.06,3.18,18.58,0.0
2024-10-02 08:00:00,2024-10-02 08:30:00,Dubai,0.2310661784465721,0.7,0.13351145266142045,0.1044695229185463,30.84,4.13,22.06,0.0
2024-10-02 08:30:00,2024-10-02 09:00:00,Dubai,0.16474135874520715,0.7,0.036572541026837185,0.1329103880522656,31.66,6.54,40.49,0.0
2024-10-02 09:00:00,2024-10-02 09:30:00,Dubai,0.17111665952025998,0.7,0.11179115261271688,0.20538329701435237,31.3,6.63,28.11,0.0
2024-10-02 09:30:00,2024-10-02 10:00:00,Dubai,0.034793432136682595,0.7,0.0,0.10387267257284599,32.5,4.76,29.59,0.0
2024-10-02 10:00:00,2024-10-02 10:30:00,Dubai,0.0818212719003722,0.7,0.026860562941604486,0.1677093507980967,33.0,3.03,24.87,0.0
2024-10-02 10:30:00,2024-10-02 11:00:00,Dubai,0.14918768646756067,0.7,0.04881916593201831,0.10661269609487453,32.8,5.59,16.45,0.0
2024-10-02 11:00:00,2024-10-02 11:30:00,Dubai,0.1043142097962799,0.7,0.052956725053539565,0.1587234425711908,32.31,4.7,0.98,0.0
2024-10-02 11:30:00,2024-10-02 12:00:00,Dubai,0.17334433704537272,0.7,0.061895533313711226,0.13449768236742948,33.35,3.77,0.0,0.0
2024-10-02 12:00:00,2024-10-02 12:30:00,Dubai,0.2017322302673611,0.7,0.10244821074900595,0.2185289228622218,34.68,3.97,23.44,0.0
2024-10-02 12:30:00,2024-10-02 13:00:00,Dubai,0.33040989117608904,0.7,0.1965205284400867,0.08531216798425467,34.22,5.1,26.63,0.0
2024-10-02 13:00:00,2024-10-02 13:30:00,Dubai,0.3715105508901385,0.7,0.24518503402353564,0.13094559775678272,33.04,4.43,21.45,0.0
2024-10-02 13:30:00,2024-10-02 14:00:00,Dubai,0.40219547559357205,0.7,0.29401169050344944,0.18563919515635774,33.48,4.15,37.49,0.0
2024-10-02 14:00:00,2024-10-02 14:30:00,Dubai,0.4833719847213762,0.7315088998342932,0.4,0.12873576243850116,33.8,7.06,1.88,0.0
2024-10-02 14:30:00,2024-10-02 15:00:00,Dubai,0.4651105476618929,0.7,0.35271824544670727,0.11106582373017534,32.7,4.43,18.84,0.0
2024-10-02 15:00:00,2024-10-02 15:30:00,Dubai,0.3846157562378425,0.7,0.3088095821891443,0.16758692723556531,30.75,4.2,20.35,0.0
2024-10-02 15:30:00,2024-10-02 16:00:00,Dubai,0.3419592369496376,0.7,0.2623649345270402,0.14993266742192124,32.44,6.14,0.93,0.0
2024-10-02 16:00:00,2024-10-02 16:30:00,Dubai,0.32652375377082266,0.7,0.214484066223724,0.12466056454325102,30.91,2.83,20.74,0.0
2024-10-02 16:30:00,2024-10-02 17:00:00,Dubai,0.25082636842959594,0.7,0.12371100790003992,0.1893836027770608,30.72,4.93,9.05,0.0
2024-10-02 17:00:00,2024-10-02 17:30:00,Dubai,0.24808919650515493,0.7,0.1601562540327231,0.10157523231823185,29.98,5.49,25.75,0.0
2024-10-02 17:30:00,2024-10-02 18:00:00,Dubai,0.3162199026398843,0.7,0.24889693191268453,0.14158356921132925,27.71,5.11,9.55,0.0
2024-10-02 18:00:00,2024-10-02 18:30:00,Dubai,0.41625789130063884,0.7,0.301548224557369,0.13372690122019756,26.82,5.73,24.77,0.0
2024-10-02 18:30:00,2024-10-02 19:00:00,Dubai,0.27744530415673513,0.7,0.18189909227219464,0.1361556374035626,26.91,6.07,4.57,0.0
2024-10-02 19:00:00,2024-10-02 19:30:00,Dubai,0.26988121474850807,0.7,0.20709567058376804,0.10671616096331862,24.64,3.79,10.16,0.0
2024-10-02 19:30:00,2024-10-02 20:00:00,Dubai,0.31932626776684536,0.7,0.18134584691745306,0.10032663505642295,25.49,4.63,32.3,0.0
2024-10-02 20:00:00,2024-10-02 20:30:00,Dubai,0.22904931213316299,0.7,0.12329114601975596,0.12233584282120781,23.23,4.86,22.51,0.0
2024-10-02 20:30:00,2024-10-02 21:00:00,Dubai,0.24093585749633953,0.7,0.17800378758767,0.16552764891971372,24.35,3.83,29.83,0.0
2024-10-02 21:00:00,2024-10-02 21:30:00,Dubai,0.02797213995135875,0.7,0.0,0.2170279369842022,22.09,4.93,39.06,0.0
2024-10-02 21:30:00,2024-10-02 22:00:00,Dubai,0.10554711564939796,0.7,0.0,0.15814066556486472,22.28,5.01,6.34,0.0
2024-10-02 22:00:00,2024-10-02 22:30:00,Dubai,0.05237718606945567,0.7,0.001652779401214069,0.08535905265391695,20.9,5.63,0.0,0.0
2024-10-02 22:30:00,2024-10-02 23:00:00,Dubai,0.11812152613434243,0.7,0.00033171159736629374,0.1652262036347074,20.82,7.78,16.7,0.0
2024-10-02 23:00:00,2024-10-02 23:30:00,Dubai,0.002368031223954809,0.7,0.0,0.17640797358100324,21.22,6.14,0.0,0.0
2024-10-02 23:30:00,2024-10-03 00:00:00,Dubai,0.12304535699426347,0.7,0.0,0.14332012592365442,20.14,3.49,41.17,0.0
2024-10-03 00:00:00,2024-10-03 00:30:00,Dubai,0.20579595178658205,0.7,0.09738149864659748,0.16215478558406535,19.72,5.33,6.17,0.0
2024-10-03 00:30:00,2024-10-03 01:00:00,Dubai,0.3014642473123316,0.7,0.1705686790158281,0.17460715769713447,18.4,4.5,20.52,0.0
2024-10-03 01:00:00,2024-10-03 01:30:00,Dubai,0.4761322675783626,0.7,0.4,0.08277803976330042,21.18,4.43,29.89,0.0
2024-10-03 01:30:00,2024-10-03 02:00:00,Dubai,0.40041079506069743,0.7,0.3161233374033954,0.1768413295325511,20.52,6.14,20.59,0.0
2024-10-03 02:00:00,2024-10-03 02:30:00,Dubai,0.42946504964208665,0.7,0.30436906269033565,0.2072567434679881,21.96,3.54,39.76,0.0
2024-10-03 02:30:00,2024-10-03 03:00:00,Dubai,0.47432078394215804,0.7,0.365609022689411,0.16237611711159583,22.67,4.21,0.0,0.0
2024-10-03 03:00:00,2024-10-03 03:30:00,Dubai,0.4255740567460699,0.7,0.3431447793964603,0.23137267962096741,23.12,5.07,1.81,0.0
2024-10-03 03:30:00,2024-10-03 04:00:00,Dubai,0.35113572337085425,0.7,0.2650880225476017,0.10415972862976455,23.57,4.03,17.6,0.0
2024-10-03 04:00:00,2024-10-03 04:30:00,Dubai,0.24430713938264828,0.7,0.10442886447442198,0.0856902934462191,23.49,2.9,16.03,0.0
2024-10-03 04:30:00,2024-10-03 05:00:00,Dubai,0.2400326844417146,0.7,0.16778552196471194,0.10388763386857333,24.91,3.86,18.89,0.0
2024-10-03 05:00:00,2024-10-03 05:30:00,Dubai,0.3128399734401484,0.7,0.2071092079037245,0.17440735691137027,25.67,5.79,21.38,0.0
2024-10-03 05:30:00,2024-10-03 06:00:00,Dubai,0.2700076785136331,0.7,0.19198042253209327,0.07322543214506154,26.04,5.27,4.42,0.0
2024-10-03 06:00:00,2024-10-03 06:30:00,Dubai,0.2420939919881468,0.7,0.1331326967918345,0.2005516404289599,26.42,4.58,20.12,0.0
2024-10-03 06:30:00,2024-10-03 07:00:00,Dubai,0.3214058620247119,0.7,0.1856577381571471,0.1718251298911499,28.0,4.74,0.0,0.0
2024-10-03 07:00:00,2024-10-03 07:30:00,Dubai,0.23336077803230898,0.7,0.11810618647864553,0.0771871309048511,28.86,2.72,18.01,0.0
2024-10-03 07:30:00,2024-10-03 08:00:00,Dubai,0.2303517028688517,0.7,0.1268137035160807,0.19452427737536787,28.96,2.94,0.0,0.0
2024-10-03 08:00:00,2024-10-03 08:30:00,Dubai,0.3050370867480875,0.7,0.2008640855980092,0.1160055994882303,30.78,5.27,22.25,0.0
2024-10-03 08:30:00,2024-10-03 09:00:00,Dubai,0.16942419893795538,0.7,0.04406141504090691,0.17301207094889842,31.79,4.52,31.62,0.0
2024-10-03 09:00:00,2024-10-03 09:30:00,Dubai,0.07605185604076245,0.7,0.0,0.10112234770416911,31.48,4.0,24.29,0.0
2024-10-03 09:30:00,2024-10-03 10:00:00,Dubai,0.052638381668346355,0.7,0.0,0.10923864820110038,33.91,4.64,6.09,0.0
2024-10-03 10:00:00,2024-10-03 10:30:00,Dubai,0.10052986730368321,0.7,0.0,0.13993062092497033,32.02,5.51,13.46,0.0
2024-10-03 10:30:00,2024-10-03 11:00:00,Dubai,0.09772307895946131,0.7,0.0,0.1325709112900535,32.36,6.18,11.12,0.0
2024-10-03 11:00:00,2024-10-03 11:30:00,Dubai,0.03754429305075471,0.7,0.0,0.12173350700629076,33.11,4.53,13.99,0.0
2024-10-03 11:30:00,2024-10-03 12:00:00,Dubai,0.14534520860454322,0.7,0.04107783835294161,0.15818254548826607,33.15,6.22,23.87,0.0
2024-10-03 12:00:00,2024-10-03 12:30:00,Dubai,0.23943434887779796,0.7,0.13185804171862875,0.10052635856353992,32.45,6.36,14.69,0.0
2024-10-03 12:30:00,2024-10-03 13:00:00,Dubai,0.2992433721038107,0.7,0.20141721251356495,0.22579073754118933,33.65,2.32,6.77,0.0
2024-10-03 13:00:00,2024-10-03 13:30:00,Dubai,0.34891726015333646,0.7,0.24973024530771337,0.13366703618032222,34.71,4.49,17.1,0.0
2024-10-03 13:30:00,2024-10-03 14:00:00,Dubai,0.44010744488029263,0.7,0.371631274866989,0.14355221001750237,33.84,2.66,10.79,0.0
2024-10-03 14:00:00,2024-10-03 14:30:00,Dubai,0.5617632501215863,0.7035368149755579,0.4,0.11646063234155155,33.22,4.42,41.21,0.0
2024-10-03 14:30:00,2024-10-03 15:00:00,Dubai,0.4579054241138584,0.7314279965904826,0.3611677570207427,0.24277307003979937,31.75,5.7,13.12,0.0
2024-10-03 15:00:00,2024-10-03 15:30:00,Dubai,0.4492640361871964,0.7,0.3844746153872955,0.217390932455593,31.61,5.3,4.86,0.0
2024-10-03 15:30:00,2024-10-03 16:00:00,Dubai,0.3637092433806898,0.7,0.23081475520547434,0.17847924136234622,33.93,4.56,13.83,0.0
2024-10-03 16:00:00,2024-10-03 16:30:00,Dubai,0.3142082201943883,0.7,0.1786640091108356,0.1702599104602796,30.79,5.52,0.0,0.0
2024-10-03 16:30:00,2024-10-03 17:00:00,Dubai,0.17104112558656537,0.7,0.03803689993354764,0.08827798245176041,29.37,3.32,36.13,0.0
2024-10-03 17:00:00,2024-10-03 17:30:00,Dubai,0.32421958351190905,0.7,0.2589229384060301,0.16860217259168253,28.83,6.8,11.21,0.0
2024-10-03 17:30:00,2024-10-03 18:00:00,Dubai,0.2378434060151851,0.7,0.1840332611856842,0.08607468641807368,28.86,5.43,0.64,0.0
2024-10-03 18:00:00,2024-10-03 18:30:00,Dubai,0.2240043464916655,0.7,0.11337190779802071,0.14095650072694188,27.36,4.34,22.86,0.0
2024-10-03 18:30:00,2024-10-03 19:00:00,Dubai,0.27008884577847303,0.7,0.1580684410873973,0.22830498850979378,27.19,1.42,22.48,0.0
2024-10-03 19:00:00,2024-10-03 19:30:00,Dubai,0.2608103947922083,0.7,0.12394164104317368,0.1746768668706089,25.73,7.49,15.49,0.0
2024-10-03 19:30:00,2024-10-03 20:00:00,Dubai,0.23035230736358778,0.7,0.1161214021269598,0.10125978204368472,24.44,5.52,12.74,0.0
2024-10-03 20:00:00,2024-10-03 20:30:00,Dubai,0.1971282436336637,0.7,0.14414889034658093,0.17533617320581155,23.53,4.96,22.7,0.0
2024-10-03 20:30:00,2024-10-03 21:00:00,Dubai,0.19237137581027317,0.7,0.09278884134612624,0.15325466966893667,22.83,4.33,24.64,0.0
2024-10-03 21:00:00,2024-10-03 21:30:00,Dubai,0.12062278043830806,0.7,0.042867261448311114,0.11652688287335941,22.06,6.87,33.48,0.0
2024-10-03 21:30:00,2024-10-03 22:00:00,Dubai,0.14773209084026884,0.7,0.07471155180857687,0.1253836899347478,20.72,5.43,35.63,0.0
2024-10-03 22:00:00,2024-10-03 22:30:00,Dubai,0.0493159336915456,0.7,0.0,0.18273679011946098,22.33,6.37,33.79,0.0
2024-10-03 22:30:00,2024-10-03 23:00:00,Dubai,0.023814620818473936,0.7,0.0,0.12326686447593682,20.17,5.83,5.81,0.0
2024-10-03 23:00:00,2024-10-03 23:30:00,Dubai,0.0820936398126956,0.7,0.0,0.19224067250731772,21.15,6.3,19.8,0.0
2024-10-03 23:30:00,2024-10-04 00:00:00,Dubai,0.16597616282590905,0.7,0.04326197897621528,0.21203688890646633,20.29,3.24,14.35,0.0
2024-10-04 00:00:00,2024-10-04 00:30:00,Dubai,0.1602075177174522,0.7,0.06718811981695093,0.21170970539910958,11.79,4.69,2.3,0.0
2024-10-04 00:30:00,2024-10-04 01:00:00,Dubai,0.2290352196942176,0.7,0.11441135715042469,0.15647005552850338,11.61,2.55,2.73,0.0
2024-10-04 01:00:00,2024-10-04 01:30:00,Dubai,0.30386898784169036,0.7,0.24114864007563835,0.08757127445994131,13.18,6.43,13.44,0.0
2024-10-04 01:30:00,2024-10-04 02:00:00,Dubai,0.3217578879574551,0.7,0.25534992914145416,0.26761180839422716,14.26,3.18,1.66,0.0
2024-10-04 02:00:00,2024-10-04 02:30:00,Dubai,0.3679627468368514,0.7,0.2708393663627905,0.1444318075875374,14.52,6.42,54.65,0.0
2024-10-04 02:30:00,2024-10-04 03:00:00,Dubai,0.32687242534409533,0.7,0.19201732324519402,0.08722208117695879,13.75,5.63,48.72,0.0
2024-10-04 03:00:00,2024-10-04 03:30:00,Dubai,0.29512901802830327,0.7,0.19777545916310538,0.09030445751697586,16.27,6.91,29.18,0.0
2024-10-04 03:30:00,2024-10-04 04:00:00,Dubai,0.29296109135419535,0.7,0.2215997639177369,0.039031141353202056,15.57,3.86,10.41,0.0
2024-10-04 04:00:00,2024-10-04 04:30:00,Dubai,0.15184894809906643,0.7,0.050402615891402366,0.0976585096702587,15.75,3.47,7.76,0.0
2024-10-04 04:30:00,2024-10-04 05:00:00,Dubai,0.186779449863532,0.7,0.09645738648595026,0.05544948293596538,17.32,3.59,12.05,0.0
2024-10-04 05:00:00,2024-10-04 05:30:00,Dubai,0.21098429244141562,0.7,0.10598585903842246,0.06676596436821783,20.35,6.15,17.16,0.0
2024-10-04 05:30:00,2024-10-04 06:00:00,Dubai,0.17054387374200317,0.7,0.07757941627679393,0.2206855828663819,19.5,6.11,5.79,0.0
2024-10-04 06:00:00,2024-10-04 06:30:00,Dubai,0.24597073977996733,0.7,0.12598911474255092,0.17295976095079424,20.97,3.98,35.92,0.0
2024-10-04 06:30:00,2024-10-04 07:00:00,Dubai,0.2092787726971213,0.7,0.15921098820317434,0.1148062481705572,20.91,5.15,41.95,0.0
2024-10-04 07:00:00,2024-10-04 07:30:00,Dubai,0.316894369241618,0.7,0.240104267062469,0.13589286226036862,21.68,4.57,35.54,0.0
2024-10-04 07:30:00,2024-10-04 08:00:00,Dubai,0.2717549409208529,0.7,0.15615539817632548,0.07658859300418673,23.12,6.88,30.46,0.0
2024-10-04 08:00:00,2024-10-04 08:30:00,Dubai,0.19943429774371788,0.7,0.1461177664297309,0.11679258939349532,25.07,6.36,5.44,0.0
2024-10-04 08:30:00,2024-10-04 09:00:00,Dubai,0.18695327026179284,0.7,0.08607186578289985,0.02554932242313604,24.52,3.22,31.07,0.0
2024-10-04 09:00:00,2024-10-04 09:30:00,Dubai,0.15692086516711376,0.7,0.09207596113167013,0.14371370759248214,24.61,4.3,29.19,0.0
2024-10-04 09:30:00,2024-10-04 10:00:00,Dubai,0.06102854097205304,0.7,0.0,0.22684506281403755,26.47,3.89,3.33,0.0
2024-10-04 10:00:00,2024-10-04 10:30:00,Dubai,0.0716132050774439,0.7,0.007269362567605589,0.26398969513911674,27.01,7.37,32.19,0.0
2024-10-04 10:30:00,2024-10-04 11:00:00,Dubai,0.06898645567271809,0.7,0.0,0.17441113195679978,27.66,4.49,19.65,0.0
2024-10-04 11:00:00,2024-10-04 11:30:00,Dubai,0.0,0.7,0.0,0.14352551620055426,26.49,7.73,29.8,0.0
2024-10-04 11:30:00,2024-10-04 12:00:00,Dubai,0.1892769065454967,0.7,0.10637582201955884,0.1770968658109162,26.38,4.73,14.27,0.0
2024-10-04 12:00:00,2024-10-04 12:30:00,Dubai,0.2538600797946948,0.7,0.1365901661648985,0.0920417242732586,27.74,4.23,19.63,0.0
2024-10-04 12:30:00,2024-10-04 13:00:00,Dubai,0.3685441913337391,0.7,0.24398508589331394,0.1352527061922682,26.97,7.81,15.61,0.0
2024-10-04 13:00:00,2024-10-04 13:30:00,Dubai,0.456299886662422,0.7,0.36306491880608777,0.10950152818988254,27.94,6.77,4.72,0.0
2024-10-04 13:30:00,2024-10-04 14:00:00,Dubai,0.5514365154620162,0.7177406799783953,0.4,0.06790797259751571,26.53,5.76,27.07,0.0
2024-10-04 14:00:00,2024-10-04 14:30:00,Dubai,0.452554535440059,0.7,0.3916728767525172,0.10480570472827364,26.26,5.67,2.91,0.0
2024-10-04 14:30:00,2024-10-04 15:00:00,Dubai,0.43727038206780106,0.7,0.3360980732272308,0.10937796299332447,26.49,5.91,29.3,0.0
2024-10-04 15:00:00,2024-10-04 15:30:00,Dubai,0.4772080506863369,0.7027518191269834,0.4,0.08403554997528151,24.59,5.7,9.76,0.0
2024-10-04 15:30:00,2024-10-04 16:00:00,Dubai,0.3598100014048521,0.7,0.2442459318794057,0.17617917547147788,23.37,5.2,10.61,0.0
2024-10-04 16:00:00,2024-10-04 16:30:00,Dubai,0.23133419281368905,0.7,0.16659946010846838,0.23192290099381116,23.65,2.49,27.9,0.0
2024-10-04 16:30:00,2024-10-04 17:00:00,Dubai,0.19662171075110713,0.7,0.09257394253771176,0.05883380924127719,23.16,7.15,25.85,0.0
2024-10-04 17:00:00,2024-10-04 17:30:00,Dubai,0.24837635977275346,0.7,0.1709404632588728,0.23007254365755256,21.32,3.13,33.64,0.0
2024-10-04 17:30:00,2024-10-04 18:00:00,Dubai,0.2123100957410071,0.7,0.09233927154933605,0.17143795544886353,21.21,5.92,22.09,0.0
